T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	1.696200E+01
1.025000E+03	9.756100E-01	1.075030E+01
1.050000E+03	9.523810E-01	6.893980E+00
1.075000E+03	9.302330E-01	4.432820E+00
1.100000E+03	9.090910E-01	2.791380E+00
1.125000E+03	8.888890E-01	1.690550E+00
1.150000E+03	8.695650E-01	9.777430E-01
1.175000E+03	8.510640E-01	5.549400E-01
1.200000E+03	8.333330E-01	3.282190E-01
1.225000E+03	8.163270E-01	2.104730E-01
1.250000E+03	8.000000E-01	1.466360E-01
1.275000E+03	7.843140E-01	1.079510E-01
1.300000E+03	7.692310E-01	8.325170E-02
1.325000E+03	7.547170E-01	6.662130E-02
1.350000E+03	7.407410E-01	5.473860E-02
1.375000E+03	7.272730E-01	4.543450E-02
1.400000E+03	7.142860E-01	3.876300E-02
1.425000E+03	7.017540E-01	3.349260E-02
1.450000E+03	6.896550E-01	2.926820E-02
1.475000E+03	6.779660E-01	2.606450E-02
1.500000E+03	6.666670E-01	2.341540E-02
1.525000E+03	6.557380E-01	2.062500E-02
1.550000E+03	6.451610E-01	1.820810E-02
